subject,analyze,Condition,Session,response_n,irt_n,StartTimeOfResponse,IRT,rnf_in_IRI,ReinforcerCutOFF
20,exclude,noPaired,Test,32,31,259.39,2.42,0,0
20,exclude,noPaired,Test,33,32,293.39,34,0,0
20,exclude,noPaired,Test,34,33,304.82,11.43,0,0
20,exclude,noPaired,Test,35,34,304.98,0.16,0,0
20,exclude,noPaired,Test,36,35,374.18,69.2,0,0
20,exclude,noPaired,Test,37,36,374.34,0.16,0,0
20,exclude,noPaired,Test,38,37,374.63,0.29,0,0
20,exclude,noPaired,Test,39,38,377.65,3.02,0,0
20,exclude,noPaired,Test,40,39,380.48,2.83,0,0
20,exclude,noPaired,Test,41,40,382.69,2.21,0,0
20,exclude,noPaired,Test,42,41,396.81,14.12,0,0
20,exclude,noPaired,Test,43,42,399.42,2.61,0,0
20,exclude,noPaired,Test,44,43,402.54,3.12,0,0
20,exclude,noPaired,Test,45,44,405.52,2.98,0,0
20,exclude,noPaired,Test,46,45,415.21,9.69,0,0
20,exclude,noPaired,Test,47,46,428.89,13.68,0,0
20,exclude,noPaired,Test,48,47,431.5,2.61,0,0
20,exclude,noPaired,Test,49,48,431.77,0.27,0,0
20,exclude,noPaired,Test,50,49,483.03,51.26,0,0
20,exclude,noPaired,Test,51,50,483.4,0.37,0,0
20,exclude,noPaired,Test,52,51,485.92,2.52,0,0
20,exclude,noPaired,Test,53,52,486.08,0.16,0,0
20,exclude,noPaired,Test,54,53,486.23,0.15,0,0
20,exclude,noPaired,Test,55,54,489.02,2.79,0,0
20,exclude,noPaired,Test,56,55,491.71,2.69,0,0
20,exclude,noPaired,Test,57,56,491.83,0.12,0,0
20,exclude,noPaired,Test,58,57,494.54,2.71,0,0
20,exclude,noPaired,Test,59,58,496.81,2.27,0,0
20,exclude,noPaired,Test,60,59,503.49,6.68,0,0
20,exclude,noPaired,Test,61,60,503.77,0.28,0,0
20,exclude,noPaired,Test,62,61,539.81,36.04,0,0
20,exclude,noPaired,Test,63,62,540.1,0.29,0,0
20,exclude,noPaired,Test,64,63,544.73,4.63,0,0
20,exclude,noPaired,Test,65,64,544.93,0.2,0,0
20,exclude,noPaired,Test,65,65,544.93,55.07,0,1
28,include,pfUnpaired,Test,1,0,2.13,0,0,0
28,include,pfUnpaired,Test,2,1,2.58,0.45,0,0
28,include,pfUnpaired,Test,3,2,2.93,0.35,0,0
28,include,pfUnpaired,Test,4,3,4.98,2.05,0,0
28,include,pfUnpaired,Test,5,4,40.85,35.87,0,0
28,include,pfUnpaired,Test,6,5,41.23,0.38,0,0
28,include,pfUnpaired,Test,7,6,90.52,49.29,0,0
28,include,pfUnpaired,Test,8,7,182.85,92.33,0,0
28,include,pfUnpaired,Test,9,8,183.33,0.48,0,0
28,include,pfUnpaired,Test,10,9,244.56,61.23,0,0
28,include,pfUnpaired,Test,11,10,245.4,0.84,0,0
28,include,pfUnpaired,Test,12,11,343.56,98.16,0,0
28,include,pfUnpaired,Test,13,12,343.89,0.33,0,0
28,include,pfUnpaired,Test,14,13,344.09,0.2,0,0
28,include,pfUnpaired,Test,15,14,482.34,138.25,0,0
28,include,pfUnpaired,Test,16,15,482.6,0.26,0,0
28,include,pfUnpaired,Test,17,16,528.75,46.15,0,0
28,include,pfUnpaired,Test,18,17,531.52,2.77,0,0
28,include,pfUnpaired,Test,19,18,531.96,0.44,0,0
28,include,pfUnpaired,Test,20,19,542.1,10.14,0,0
28,include,pfUnpaired,Test,21,20,542.98,0.88,0,0
28,include,pfUnpaired,Test,22,21,543.75,0.77,0,0
28,include,pfUnpaired,Test,23,22,544.2,0.45,0,0
28,include,pfUnpaired,Test,24,23,544.61,0.41,0,0
28,include,pfUnpaired,Test,25,24,547.66,3.05,0,0
28,include,pfUnpaired,Test,26,25,548.29,0.63,0,0
28,include,pfUnpaired,Test,27,26,551.73,3.44,0,0
28,include,pfUnpaired,Test,28,27,572.03,20.3,0,0
28,include,pfUnpaired,Test,28,28,572.03,27.97,0,1
5,include,noUnpaired,Test,1,0,1.51,0,0,0
5,include,noUnpaired,Test,2,1,5.35,3.84,0,0
5,include,noUnpaired,Test,3,2,5.83,0.48,0,0
5,include,noUnpaired,Test,4,3,6.81,0.98,0,0
5,include,noUnpaired,Test,5,4,6.97,0.16,0,0
5,include,noUnpaired,Test,6,5,7.6,0.63,0,0
5,include,noUnpaired,Test,7,6,8.68,1.08,0,0
5,include,noUnpaired,Test,8,7,9.78,1.1,0,0
5,include,noUnpaired,Test,9,8,14.64,4.86,0,0
5,include,noUnpaired,Test,10,9,15.33,0.69,0,0
5,include,noUnpaired,Test,11,10,15.91,0.58,0,0
5,include,noUnpaired,Test,12,11,16.2,0.29,0,0
5,include,noUnpaired,Test,13,12,16.57,0.37,0,0
5,include,noUnpaired,Test,14,13,17.05,0.48,0,0
5,include,noUnpaired,Test,15,14,19.31,2.26,0,0
5,include,noUnpaired,Test,16,15,21.85,2.54,0,0
5,include,noUnpaired,Test,17,16,23.13,1.28,0,0
5,include,noUnpaired,Test,18,17,23.24,0.11,0,0
5,include,noUnpaired,Test,19,18,23.46,0.22,0,0
5,include,noUnpaired,Test,20,19,24.25,0.79,0,0
5,include,noUnpaired,Test,21,20,25.49,1.24,0,0
5,include,noUnpaired,Test,22,21,38.94,13.45,0,0
5,include,noUnpaired,Test,23,22,41.84,2.9,0,0
5,include,noUnpaired,Test,24,23,43.78,1.94,0,0
5,include,noUnpaired,Test,25,24,44.73,0.95,0,0
5,include,noUnpaired,Test,26,25,45.06,0.33,0,0
5,include,noUnpaired,Test,27,26,45.62,0.56,0,0
5,include,noUnpaired,Test,28,27,45.98,0.36,0,0
5,include,noUnpaired,Test,29,28,60.83,14.85,0,0
5,include,noUnpaired,Test,30,29,61.59,0.76,0,0
5,include,noUnpaired,Test,31,30,63.63,2.04,0,0
5,include,noUnpaired,Test,32,31,74.93,11.3,0,0
5,include,noUnpaired,Test,33,32,75.25,0.32,0,0
5,include,noUnpaired,Test,34,33,75.61,0.36,0,0
5,include,noUnpaired,Test,35,34,77.46,1.85,0,0
5,include,noUnpaired,Test,36,35,103.56,26.1,0,0
5,include,noUnpaired,Test,37,36,105.64,2.08,0,0
5,include,noUnpaired,Test,38,37,114.95,9.31,0,0
5,include,noUnpaired,Test,39,38,120.64,5.69,0,0
5,include,noUnpaired,Test,40,39,131.48,10.84,0,0
5,include,noUnpaired,Test,41,40,150.86,19.38,0,0
5,include,noUnpaired,Test,42,41,180.28,29.42,0,0
5,include,noUnpaired,Test,43,42,181.22,0.94,0,0
5,include,noUnpaired,Test,44,43,182.43,1.21,0,0
5,include,noUnpaired,Test,45,44,183.32,0.89,0,0
5,include,noUnpaired,Test,46,45,185.33,2.01,0,0
5,include,noUnpaired,Test,47,46,187.09,1.76,0,0
5,include,noUnpaired,Test,48,47,187.68,0.59,0,0
5,include,noUnpaired,Test,49,48,189.77,2.09,0,0
5,include,noUnpaired,Test,50,49,190.25,0.48,0,0
5,include,noUnpaired,Test,51,50,193.35,3.1,0,0
5,include,noUnpaired,Test,52,51,211.14,17.79,0,0
5,include,noUnpaired,Test,53,52,241.29,30.15,0,0
5,include,noUnpaired,Test,54,53,241.75,0.46,0,0
5,include,noUnpaired,Test,55,54,248.62,6.87,0,0
5,include,noUnpaired,Test,56,55,251.29,2.67,0,0
5,include,noUnpaired,Test,57,56,251.48,0.19,0,0
5,include,noUnpaired,Test,58,57,253.11,1.63,0,0
5,include,noUnpaired,Test,59,58,253.53,0.42,0,0
5,include,noUnpaired,Test,60,59,253.7,0.17,0,0
5,include,noUnpaired,Test,61,60,256.19,2.49,0,0
5,include,noUnpaired,Test,62,61,269.63,13.44,0,0
5,include,noUnpaired,Test,63,62,284.08,14.45,0,0
5,include,noUnpaired,Test,64,63,284.37,0.29,0,0
5,include,noUnpaired,Test,65,64,296.25,11.88,0,0
5,include,noUnpaired,Test,66,65,296.76,0.51,0,0
5,include,noUnpaired,Test,67,66,297.12,0.36,0,0
5,include,noUnpaired,Test,68,67,398.38,101.26,0,0
5,include,noUnpaired,Test,69,68,399.91,1.53,0,0
5,include,noUnpaired,Test,70,69,410.79,10.88,0,0
5,include,noUnpaired,Test,71,70,420.61,9.82,0,0
5,include,noUnpaired,Test,72,71,421.93,1.32,0,0
5,include,noUnpaired,Test,73,72,422.25,0.32,0,0
5,include,noUnpaired,Test,74,73,428.2,5.95,0,0
5,include,noUnpaired,Test,75,74,428.98,0.78,0,0
5,include,noUnpaired,Test,76,75,430.1,1.12,0,0
5,include,noUnpaired,Test,77,76,430.99,0.89,0,0
5,include,noUnpaired,Test,78,77,431.53,0.54,0,0
5,include,noUnpaired,Test,79,78,433.88,2.35,0,0
5,include,noUnpaired,Test,80,79,434.52,0.64,0,0
5,include,noUnpaired,Test,81,80,445.73,11.21,0,0
5,include,noUnpaired,Test,82,81,461.07,15.34,0,0
5,include,noUnpaired,Test,83,82,461.74,0.67,0,0
5,include,noUnpaired,Test,84,83,461.85,0.11,0,0
5,include,noUnpaired,Test,85,84,468.66,6.81,0,0
5,include,noUnpaired,Test,86,85,468.81,0.15,0,0
5,include,noUnpaired,Test,87,86,469.86,1.05,0,0
5,include,noUnpaired,Test,88,87,470.67,0.81,0,0
5,include,noUnpaired,Test,89,88,471.56,0.89,0,0
5,include,noUnpaired,Test,90,89,493.75,22.19,0,0
5,include,noUnpaired,Test,91,90,495.58,1.83,0,0
5,include,noUnpaired,Test,92,91,509.83,14.25,0,0
5,include,noUnpaired,Test,93,92,513.09,3.26,0,0
5,include,noUnpaired,Test,94,93,513.55,0.46,0,0
5,include,noUnpaired,Test,95,94,513.92,0.37,0,0
5,include,noUnpaired,Test,96,95,515.02,1.1,0,0
5,include,noUnpaired,Test,97,96,539.04,24.02,0,0
5,include,noUnpaired,Test,98,97,539.8,0.76,0,0
5,include,noUnpaired,Test,99,98,540.28,0.48,0,0
5,include,noUnpaired,Test,100,99,576.12,35.84,0,0
5,include,noUnpaired,Test,101,100,576.87,0.75,0,0
5,include,noUnpaired,Test,102,101,583.61,6.74,0,0
5,include,noUnpaired,Test,103,102,583.98,0.37,0,0
5,include,noUnpaired,Test,104,103,584.21,0.23,0,0
5,include,noUnpaired,Test,105,104,585.88,1.67,0,0
5,include,noUnpaired,Test,106,105,587.41,1.53,0,0
5,include,noUnpaired,Test,107,106,594.93,7.52,0,0
5,include,noUnpaired,Test,108,107,596.88,1.95,0,0
5,include,noUnpaired,Test,108,108,596.88,3.12,0,1
13,exclude,pfPaired,Test,1,0,11.27,0,0,0
13,exclude,pfPaired,Test,2,1,11.73,0.46,0,0
13,exclude,pfPaired,Test,3,2,13.83,2.1,0,0
13,exclude,pfPaired,Test,4,3,20.88,7.05,0,0
13,exclude,pfPaired,Test,5,4,22.21,1.33,0,0
13,exclude,pfPaired,Test,6,5,32.29,10.08,0,0
13,exclude,pfPaired,Test,7,6,32.82,0.53,0,0
13,exclude,pfPaired,Test,8,7,33.19,0.37,0,0
13,exclude,pfPaired,Test,9,8,33.77,0.58,0,0
13,exclude,pfPaired,Test,10,9,44.05,10.28,0,0
13,exclude,pfPaired,Test,11,10,44.87,0.82,0,0
13,exclude,pfPaired,Test,12,11,57.75,12.88,0,0
13,exclude,pfPaired,Test,13,12,58.34,0.59,0,0
13,exclude,pfPaired,Test,14,13,64.69,6.35,0,0
13,exclude,pfPaired,Test,15,14,65.26,0.57,0,0
13,exclude,pfPaired,Test,16,15,66.58,1.32,0,0
13,exclude,pfPaired,Test,17,16,69.04,2.46,0,0
13,exclude,pfPaired,Test,18,17,71.45,2.41,0,0
13,exclude,pfPaired,Test,19,18,71.77,0.32,0,0
13,exclude,pfPaired,Test,20,19,75.52,3.75,0,0
13,exclude,pfPaired,Test,21,20,80.41,4.89,0,0
13,exclude,pfPaired,Test,22,21,80.94,0.53,0,0
13,exclude,pfPaired,Test,23,22,81.17,0.23,0,0
13,exclude,pfPaired,Test,24,23,81.74,0.57,0,0
13,exclude,pfPaired,Test,25,24,82.81,1.07,0,0
13,exclude,pfPaired,Test,26,25,85.58,2.77,0,0
13,exclude,pfPaired,Test,27,26,100.11,14.53,0,0
13,exclude,pfPaired,Test,28,27,100.76,0.65,0,0
13,exclude,pfPaired,Test,29,28,101.7,0.94,0,0
13,exclude,pfPaired,Test,30,29,102.91,1.21,0,0
13,exclude,pfPaired,Test,31,30,105.78,2.87,0,0
13,exclude,pfPaired,Test,32,31,121.57,15.79,0,0
13,exclude,pfPaired,Test,33,32,130.2,8.63,0,0
13,exclude,pfPaired,Test,34,33,163.71,33.51,0,0
13,exclude,pfPaired,Test,35,34,164.33,0.62,0,0
13,exclude,pfPaired,Test,36,35,176.35,12.02,0,0
13,exclude,pfPaired,Test,37,36,177.34,0.99,0,0
13,exclude,pfPaired,Test,38,37,177.85,0.51,0,0
13,exclude,pfPaired,Test,39,38,178.69,0.84,0,0
13,exclude,pfPaired,Test,40,39,179.74,1.05,0,0
13,exclude,pfPaired,Test,41,40,180.72,0.98,0,0
13,exclude,pfPaired,Test,42,41,188.89,8.17,0,0
13,exclude,pfPaired,Test,43,42,189.37,0.48,0,0
13,exclude,pfPaired,Test,44,43,207.48,18.11,0,0
13,exclude,pfPaired,Test,45,44,208.4,0.92,0,0
13,exclude,pfPaired,Test,46,45,237.86,29.46,0,0
13,exclude,pfPaired,Test,47,46,238.27,0.41,0,0
13,exclude,pfPaired,Test,48,47,250.69,12.42,0,0
13,exclude,pfPaired,Test,49,48,251.1,0.41,0,0
13,exclude,pfPaired,Test,50,49,251.36,0.26,0,0
13,exclude,pfPaired,Test,51,50,251.81,0.45,0,0
13,exclude,pfPaired,Test,52,51,254.28,2.47,0,0
13,exclude,pfPaired,Test,53,52,260.62,6.34,0,0
13,exclude,pfPaired,Test,54,53,261.24,0.62,0,0
13,exclude,pfPaired,Test,55,54,266.45,5.21,0,0
13,exclude,pfPaired,Test,56,55,266.94,0.49,0,0
13,exclude,pfPaired,Test,57,56,283.29,16.35,0,0
13,exclude,pfPaired,Test,58,57,284.53,1.24,0,0
13,exclude,pfPaired,Test,59,58,285.82,1.29,0,0
13,exclude,pfPaired,Test,60,59,300.4,14.58,0,0
13,exclude,pfPaired,Test,61,60,302.95,2.55,0,0
13,exclude,pfPaired,Test,62,61,320.16,17.21,0,0
13,exclude,pfPaired,Test,63,62,325.72,5.56,0,0
13,exclude,pfPaired,Test,64,63,343.91,18.19,0,0
13,exclude,pfPaired,Test,65,64,345.49,1.58,0,0
13,exclude,pfPaired,Test,66,65,354.3,8.81,0,0
13,exclude,pfPaired,Test,67,66,354.73,0.43,0,0
13,exclude,pfPaired,Test,68,67,365.16,10.43,0,0
13,exclude,pfPaired,Test,69,68,367.66,2.5,0,0
13,exclude,pfPaired,Test,70,69,369.53,1.87,0,0
13,exclude,pfPaired,Test,71,70,371.07,1.54,0,0
13,exclude,pfPaired,Test,72,71,372.23,1.16,0,0
13,exclude,pfPaired,Test,73,72,379.88,7.65,0,0
13,exclude,pfPaired,Test,74,73,381.39,1.51,0,0
13,exclude,pfPaired,Test,75,74,381.8,0.41,0,0
13,exclude,pfPaired,Test,76,75,384.98,3.18,0,0
13,exclude,pfPaired,Test,77,76,386.2,1.22,0,0
13,exclude,pfPaired,Test,78,77,410.6,24.4,0,0
13,exclude,pfPaired,Test,79,78,412.22,1.62,0,0
13,exclude,pfPaired,Test,80,79,429.54,17.32,0,0
13,exclude,pfPaired,Test,81,80,437.87,8.33,0,0
13,exclude,pfPaired,Test,82,81,443.07,5.2,0,0
13,exclude,pfPaired,Test,83,82,454.06,10.99,0,0
13,exclude,pfPaired,Test,84,83,456.08,2.02,0,0
13,exclude,pfPaired,Test,85,84,458.5,2.42,0,0
13,exclude,pfPaired,Test,86,85,461.65,3.15,0,0
13,exclude,pfPaired,Test,87,86,463.43,1.78,0,0
13,exclude,pfPaired,Test,88,87,467.21,3.78,0,0
13,exclude,pfPaired,Test,89,88,469.34,2.13,0,0
13,exclude,pfPaired,Test,90,89,471.66,2.32,0,0
13,exclude,pfPaired,Test,91,90,471.92,0.26,0,0
13,exclude,pfPaired,Test,92,91,472.99,1.07,0,0
13,exclude,pfPaired,Test,93,92,485.42,12.43,0,0
13,exclude,pfPaired,Test,94,93,486.84,1.42,0,0
13,exclude,pfPaired,Test,95,94,487.58,0.74,0,0
13,exclude,pfPaired,Test,96,95,492.12,4.54,0,0
13,exclude,pfPaired,Test,97,96,506.84,14.72,0,0
13,exclude,pfPaired,Test,98,97,508.05,1.21,0,0
13,exclude,pfPaired,Test,99,98,535.26,27.21,0,0
13,exclude,pfPaired,Test,100,99,535.91,0.65,0,0
13,exclude,pfPaired,Test,101,100,537.14,1.23,0,0
13,exclude,pfPaired,Test,102,101,543.69,6.55,0,0
13,exclude,pfPaired,Test,103,102,544.24,0.55,0,0
13,exclude,pfPaired,Test,104,103,565.99,21.75,0,0
13,exclude,pfPaired,Test,104,104,565.99,34.01,0,1
21,exclude,noPaired,Test,1,0,4.28,0,0,0
21,exclude,noPaired,Test,2,1,5.31,1.03,0,0
21,exclude,noPaired,Test,3,2,5.65,0.34,0,0
21,exclude,noPaired,Test,4,3,6.24,0.59,0,0
21,exclude,noPaired,Test,5,4,7.59,1.35,0,0
21,exclude,noPaired,Test,6,5,9.27,1.68,0,0
21,exclude,noPaired,Test,7,6,9.77,0.5,0,0
21,exclude,noPaired,Test,8,7,10.23,0.46,0,0
21,exclude,noPaired,Test,9,8,19.89,9.66,0,0
21,exclude,noPaired,Test,10,9,20.43,0.54,0,0
21,exclude,noPaired,Test,11,10,20.81,0.38,0,0
21,exclude,noPaired,Test,12,11,21.42,0.61,0,0
21,exclude,noPaired,Test,13,12,21.67,0.25,0,0
21,exclude,noPaired,Test,14,13,22.12,0.45,0,0
21,exclude,noPaired,Test,15,14,22.43,0.31,0,0
21,exclude,noPaired,Test,16,15,25.34,2.91,0,0
21,exclude,noPaired,Test,17,16,26.14,0.8,0,0
21,exclude,noPaired,Test,18,17,26.76,0.62,0,0
21,exclude,noPaired,Test,19,18,27.96,1.2,0,0
21,exclude,noPaired,Test,20,19,34.84,6.88,0,0
21,exclude,noPaired,Test,21,20,37.5,2.66,0,0
21,exclude,noPaired,Test,22,21,38.84,1.34,0,0
21,exclude,noPaired,Test,23,22,40.05,1.21,0,0
21,exclude,noPaired,Test,24,23,40.53,0.48,0,0
21,exclude,noPaired,Test,25,24,40.81,0.28,0,0
21,exclude,noPaired,Test,26,25,41.24,0.43,0,0
21,exclude,noPaired,Test,27,26,41.57,0.33,0,0
21,exclude,noPaired,Test,28,27,41.85,0.28,0,0
21,exclude,noPaired,Test,29,28,46.74,4.89,0,0
21,exclude,noPaired,Test,30,29,47.15,0.41,0,0
21,exclude,noPaired,Test,31,30,47.58,0.43,0,0
21,exclude,noPaired,Test,32,31,55.28,7.7,0,0
21,exclude,noPaired,Test,33,32,55.95,0.67,0,0
21,exclude,noPaired,Test,34,33,56.22,0.27,0,0
21,exclude,noPaired,Test,35,34,56.5,0.28,0,0
21,exclude,noPaired,Test,36,35,57.1,0.6,0,0
21,exclude,noPaired,Test,37,36,57.53,0.43,0,0
21,exclude,noPaired,Test,38,37,57.8,0.27,0,0
21,exclude,noPaired,Test,39,38,58.27,0.47,0,0
21,exclude,noPaired,Test,40,39,58.67,0.4,0,0
21,exclude,noPaired,Test,41,40,60.12,1.45,0,0
21,exclude,noPaired,Test,42,41,61.37,1.25,0,0
21,exclude,noPaired,Test,43,42,63.13,1.76,0,0
21,exclude,noPaired,Test,44,43,76.97,13.84,0,0
21,exclude,noPaired,Test,45,44,78.51,1.54,0,0
21,exclude,noPaired,Test,46,45,79.75,1.24,0,0
21,exclude,noPaired,Test,47,46,87.01,7.26,0,0
21,exclude,noPaired,Test,48,47,87.42,0.41,0,0
21,exclude,noPaired,Test,49,48,87.73,0.31,0,0
21,exclude,noPaired,Test,50,49,88.02,0.29,0,0
21,exclude,noPaired,Test,51,50,88.4,0.38,0,0
21,exclude,noPaired,Test,52,51,89.19,0.79,0,0
21,exclude,noPaired,Test,53,52,89.67,0.48,0,0
21,exclude,noPaired,Test,54,53,92.59,2.92,0,0
21,exclude,noPaired,Test,55,54,98.67,6.08,0,0
21,exclude,noPaired,Test,56,55,105.95,7.28,0,0
21,exclude,noPaired,Test,57,56,110.51,4.56,0,0
21,exclude,noPaired,Test,58,57,119.57,9.06,0,0
21,exclude,noPaired,Test,59,58,119.99,0.42,0,0
21,exclude,noPaired,Test,60,59,120.77,0.78,0,0
21,exclude,noPaired,Test,61,60,122.95,2.18,0,0
21,exclude,noPaired,Test,62,61,123.82,0.87,0,0
21,exclude,noPaired,Test,63,62,129.44,5.62,0,0
21,exclude,noPaired,Test,64,63,129.99,0.55,0,0
21,exclude,noPaired,Test,65,64,130.36,0.37,0,0
21,exclude,noPaired,Test,66,65,130.76,0.4,0,0
21,exclude,noPaired,Test,67,66,131.57,0.81,0,0
21,exclude,noPaired,Test,68,67,135.62,4.05,0,0
21,exclude,noPaired,Test,69,68,136.9,1.28,0,0
21,exclude,noPaired,Test,70,69,140.93,4.03,0,0
21,exclude,noPaired,Test,71,70,142.02,1.09,0,0
21,exclude,noPaired,Test,72,71,144.26,2.24,0,0
21,exclude,noPaired,Test,73,72,144.92,0.66,0,0
21,exclude,noPaired,Test,74,73,145.45,0.53,0,0
21,exclude,noPaired,Test,75,74,153.29,7.84,0,0
21,exclude,noPaired,Test,76,75,154.72,1.43,0,0
21,exclude,noPaired,Test,77,76,157.21,2.49,0,0
21,exclude,noPaired,Test,78,77,160.02,2.81,0,0
21,exclude,noPaired,Test,79,78,160.49,0.47,0,0
21,exclude,noPaired,Test,80,79,160.77,0.28,0,0
21,exclude,noPaired,Test,81,80,161.29,0.52,0,0
21,exclude,noPaired,Test,82,81,161.58,0.29,0,0
21,exclude,noPaired,Test,83,82,162.04,0.46,0,0
21,exclude,noPaired,Test,84,83,162.48,0.44,0,0
21,exclude,noPaired,Test,85,84,162.62,0.14,0,0
21,exclude,noPaired,Test,86,85,164.83,2.21,0,0
21,exclude,noPaired,Test,87,86,166.27,1.44,0,0
21,exclude,noPaired,Test,88,87,167.2,0.93,0,0
21,exclude,noPaired,Test,89,88,167.65,0.45,0,0
21,exclude,noPaired,Test,90,89,168.31,0.66,0,0
21,exclude,noPaired,Test,91,90,171.58,3.27,0,0
